time,w_expl,w_impl,w_RK2,w_cn,exact_solution
49.350000,0.247774,0.825326,0.452696,0.452477,0.452550
49.400000,0.255323,0.852974,0.467153,0.466938,0.467008
49.450000,0.263599,0.883248,0.482990,0.482779,0.482847
49.500000,0.272635,0.916283,0.500272,0.500068,0.500131
49.550000,0.282464,0.952218,0.519070,0.518873,0.518932
49.600000,0.293124,0.991203,0.539458,0.539269,0.539324
49.650000,0.304652,1.033391,0.561511,0.561332,0.561383
49.700000,0.317090,1.078940,0.585309,0.585141,0.585187
49.750000,0.330476,1.128012,0.610933,0.610778,0.610819
49.800000,0.344853,1.180769,0.638464,0.638323,0.638359
49.850000,0.360261,1.237374,0.667983,0.667859,0.667890
49.900000,0.376741,1.297987,0.699572,0.699467,0.699493
49.950000,0.394334,1.362762,0.733309,0.733225,0.733245
50.000000,0.413078,1.431846,0.769268,0.769207,0.769223
